measurement_id,wafer_id,step_id,parameter,value,unit,timestamp
1687,266,5,cd_nm_post_etch,94.8128,nm,2025-12-07 18:50:00
1688,266,6,residue_ppm,6.1478,ppm,2025-12-07 19:20:00
1689,266,7,thickness_nm,300.3327,nm,2025-12-07 19:50:00
1690,266,8,thickness_post_cmp_nm,279.9127,nm,2025-12-07 20:20:00
1691,266,9,cd_nm,101.9773,nm,2025-12-07 20:50:00
1692,266,10,sheet_resistance_ohm_sq,25.3477,ohm/sq,2025-12-07 21:20:00
1693,267,1,particle_count,11.7528,ct,2025-12-07 20:59:00
1694,267,2,resist_thickness_nm,495.25,nm,2025-12-07 21:29:00
1695,267,3,cd_nm,99.1509,nm,2025-12-07 21:59:00
1696,267,3,overlay_nm,2.6252,nm,2025-12-07 21:59:00
1697,267,4,cd_nm_post_dev,98.4661,nm,2025-12-07 22:29:00
1698,267,5,etch_rate_nm_s,15.1257,nm/s,2025-12-07 22:59:00
1699,267,5,cd_nm_post_etch,95.1635,nm,2025-12-07 22:59:00
1700,267,6,residue_ppm,3.9835,ppm,2025-12-07 23:29:00
1701,267,7,thickness_nm,299.8331,nm,2025-12-07 23:59:00
1702,267,8,thickness_post_cmp_nm,281.4963,nm,2025-12-08 00:29:00
1703,267,9,cd_nm,101.2092,nm,2025-12-08 00:59:00
1704,267,10,sheet_resistance_ohm_sq,24.4617,ohm/sq,2025-12-08 01:29:00
1705,268,1,particle_count,10.9846,ct,2025-12-08 00:30:00
1706,268,2,resist_thickness_nm,498.9712,nm,2025-12-08 01:00:00
1707,268,3,cd_nm,100.387,nm,2025-12-08 01:30:00
1708,268,3,overlay_nm,0.6169,nm,2025-12-08 01:30:00
1709,268,4,cd_nm_post_dev,97.1789,nm,2025-12-08 02:00:00
1710,268,5,etch_rate_nm_s,14.3922,nm/s,2025-12-08 02:30:00
1711,268,5,cd_nm_post_etch,95.7804,nm,2025-12-08 02:30:00
1712,268,6,residue_ppm,3.8382,ppm,2025-12-08 03:00:00
1713,268,7,thickness_nm,295.359,nm,2025-12-08 03:30:00
1714,268,8,thickness_post_cmp_nm,276.3581,nm,2025-12-08 04:00:00
1715,268,9,cd_nm,102.1544,nm,2025-12-08 04:30:00
1716,268,10,sheet_resistance_ohm_sq,23.9003,ohm/sq,2025-12-08 05:00:00
1717,269,1,particle_count,15.5075,ct,2025-12-08 05:09:00
1718,269,2,resist_thickness_nm,496.6241,nm,2025-12-08 05:39:00
1719,269,3,cd_nm,97.9692,nm,2025-12-08 06:09:00
1720,269,3,overlay_nm,0.9959,nm,2025-12-08 06:09:00
1721,269,4,cd_nm_post_dev,97.1735,nm,2025-12-08 06:39:00
1722,269,5,etch_rate_nm_s,15.1478,nm/s,2025-12-08 07:09:00
1723,269,5,cd_nm_post_etch,96.7633,nm,2025-12-08 07:09:00
1724,269,6,residue_ppm,3.6416,ppm,2025-12-08 07:39:00
1725,269,7,thickness_nm,300.1753,nm,2025-12-08 08:09:00
1726,269,8,thickness_post_cmp_nm,285.4507,nm,2025-12-08 08:39:00
1727,269,9,cd_nm,100.3854,nm,2025-12-08 09:09:00
1728,269,10,sheet_resistance_ohm_sq,26.1241,ohm/sq,2025-12-08 09:39:00
1729,270,1,particle_count,11.0596,ct,2025-12-08 08:50:00
1730,270,2,resist_thickness_nm,500.7146,nm,2025-12-08 09:20:00
1731,270,3,cd_nm,100.2181,nm,2025-12-08 09:50:00
1732,270,3,overlay_nm,-2.4753,nm,2025-12-08 09:50:00
1733,270,4,cd_nm_post_dev,99.038,nm,2025-12-08 10:20:00
1734,270,5,etch_rate_nm_s,13.7735,nm/s,2025-12-08 10:50:00
1735,270,5,cd_nm_post_etch,93.1469,nm,2025-12-08 10:50:00
1736,270,6,residue_ppm,3.3698,ppm,2025-12-08 11:20:00
1737,270,7,thickness_nm,299.6781,nm,2025-12-08 11:50:00
1738,270,8,thickness_post_cmp_nm,285.5406,nm,2025-12-08 12:20:00
1739,270,9,cd_nm,99.989,nm,2025-12-08 12:50:00
1740,270,10,sheet_resistance_ohm_sq,25.4277,ohm/sq,2025-12-08 13:20:00
1741,271,1,particle_count,10.9316,ct,2025-12-08 13:12:00
1742,271,2,resist_thickness_nm,495.3775,nm,2025-12-08 13:42:00
1743,271,3,cd_nm,98.818,nm,2025-12-08 14:12:00
1744,271,3,overlay_nm,-0.9804,nm,2025-12-08 14:12:00
1745,271,4,cd_nm_post_dev,96.3167,nm,2025-12-08 14:42:00
1746,271,5,etch_rate_nm_s,14.7004,nm/s,2025-12-08 15:12:00
1747,271,5,cd_nm_post_etch,93.4918,nm,2025-12-08 15:12:00
1748,271,6,residue_ppm,5.6866,ppm,2025-12-08 15:42:00
1749,271,7,thickness_nm,302.9318,nm,2025-12-08 16:12:00
1750,271,8,thickness_post_cmp_nm,285.3685,nm,2025-12-08 16:42:00
1751,271,9,cd_nm,101.043,nm,2025-12-08 17:12:00
1752,271,10,sheet_resistance_ohm_sq,25.0396,ohm/sq,2025-12-08 17:42:00
1753,272,1,particle_count,11.2555,ct,2025-12-08 16:49:00
1754,272,2,resist_thickness_nm,511.5004,nm,2025-12-08 17:19:00
1755,272,3,cd_nm,100.7356,nm,2025-12-08 17:49:00
1756,272,3,overlay_nm,0.469,nm,2025-12-08 17:49:00
1757,272,4,cd_nm_post_dev,93.9561,nm,2025-12-08 18:19:00
1758,272,5,etch_rate_nm_s,15.1343,nm/s,2025-12-08 18:49:00
1759,272,5,cd_nm_post_etch,94.0218,nm,2025-12-08 18:49:00
1760,272,6,residue_ppm,3.4713,ppm,2025-12-08 19:19:00
1761,272,7,thickness_nm,302.0802,nm,2025-12-08 19:49:00
1762,272,8,thickness_post_cmp_nm,285.7223,nm,2025-12-08 20:19:00
1763,272,9,cd_nm,100.1038,nm,2025-12-08 20:49:00
1764,272,10,sheet_resistance_ohm_sq,22.8017,ohm/sq,2025-12-08 21:19:00
1765,273,1,particle_count,12.2612,ct,2025-12-08 20:52:00
1766,273,2,resist_thickness_nm,496.3599,nm,2025-12-08 21:22:00
1767,273,3,cd_nm,98.3167,nm,2025-12-08 21:52:00
1768,273,3,overlay_nm,0.1168,nm,2025-12-08 21:52:00
1769,273,4,cd_nm_post_dev,98.9575,nm,2025-12-08 22:22:00
1770,273,5,etch_rate_nm_s,15.5351,nm/s,2025-12-08 22:52:00
1771,273,5,cd_nm_post_etch,95.3284,nm,2025-12-08 22:52:00
1772,273,6,residue_ppm,4.9351,ppm,2025-12-08 23:22:00
1773,273,7,thickness_nm,298.6148,nm,2025-12-08 23:52:00
1774,273,8,thickness_post_cmp_nm,285.1971,nm,2025-12-09 00:22:00
1775,273,9,cd_nm,101.3369,nm,2025-12-09 00:52:00
1776,273,10,sheet_resistance_ohm_sq,25.2031,ohm/sq,2025-12-09 01:22:00
1777,274,1,particle_count,10.3259,ct,2025-12-09 01:00:00
1778,274,2,resist_thickness_nm,485.3478,nm,2025-12-09 01:30:00
1779,274,3,cd_nm,99.8315,nm,2025-12-09 02:00:00
1780,274,3,overlay_nm,1.6661,nm,2025-12-09 02:00:00
1781,274,4,cd_nm_post_dev,98.4962,nm,2025-12-09 02:30:00
1782,274,5,etch_rate_nm_s,15.301,nm/s,2025-12-09 03:00:00
1783,274,5,cd_nm_post_etch,94.9564,nm,2025-12-09 03:00:00
1784,274,6,residue_ppm,3.8099,ppm,2025-12-09 03:30:00
1785,274,7,thickness_nm,297.573,nm,2025-12-09 04:00:00
1786,274,8,thickness_post_cmp_nm,283.7924,nm,2025-12-09 04:30:00
1787,274,9,cd_nm,100.2352,nm,2025-12-09 05:00:00
1788,274,10,sheet_resistance_ohm_sq,24.8932,ohm/sq,2025-12-09 05:30:00
1789,275,1,particle_count,6.8128,ct,2025-12-09 04:58:00
1790,275,2,resist_thickness_nm,504.8025,nm,2025-12-09 05:28:00
1791,275,3,cd_nm,98.2766,nm,2025-12-09 05:58:00
1792,275,3,overlay_nm,-0.1374,nm,2025-12-09 05:58:00
1793,275,4,cd_nm_post_dev,98.3158,nm,2025-12-09 06:28:00
1794,275,5,etch_rate_nm_s,15.0183,nm/s,2025-12-09 06:58:00
1795,275,5,cd_nm_post_etch,96.3772,nm,2025-12-09 06:58:00
1796,275,6,residue_ppm,4.3117,ppm,2025-12-09 07:28:00
1797,275,7,thickness_nm,302.0549,nm,2025-12-09 07:58:00
1798,275,8,thickness_post_cmp_nm,282.63,nm,2025-12-09 08:28:00
1799,275,9,cd_nm,102.6405,nm,2025-12-09 08:58:00
1800,275,10,sheet_resistance_ohm_sq,25.4084,ohm/sq,2025-12-09 09:28:00
1801,301,1,particle_count,10.9887,ct,2025-12-05 04:36:00
1802,301,2,resist_thickness_nm,492.1683,nm,2025-12-05 05:06:00
1803,301,3,cd_nm,99.7524,nm,2025-12-05 05:36:00
1804,301,3,overlay_nm,-1.9584,nm,2025-12-05 05:36:00
1805,301,4,cd_nm_post_dev,98.7193,nm,2025-12-05 06:06:00
1806,301,5,etch_rate_nm_s,14.845,nm/s,2025-12-05 06:36:00
1807,301,5,cd_nm_post_etch,94.9425,nm,2025-12-05 06:36:00
1808,301,6,residue_ppm,3.8667,ppm,2025-12-05 07:06:00
1809,301,7,thickness_nm,297.812,nm,2025-12-05 07:36:00
1810,301,8,thickness_post_cmp_nm,275.9713,nm,2025-12-05 08:06:00
1811,301,9,cd_nm,97.507,nm,2025-12-05 08:36:00
1812,301,10,sheet_resistance_ohm_sq,24.6776,ohm/sq,2025-12-05 09:06:00
1813,302,1,particle_count,9.6877,ct,2025-12-05 09:16:00
1814,302,2,resist_thickness_nm,491.4632,nm,2025-12-05 09:46:00
1815,302,3,cd_nm,99.739,nm,2025-12-05 10:16:00
1816,302,3,overlay_nm,-0.6848,nm,2025-12-05 10:16:00
1817,302,4,cd_nm_post_dev,98.957,nm,2025-12-05 10:46:00
1818,302,5,etch_rate_nm_s,14.5666,nm/s,2025-12-05 11:16:00
1819,302,5,cd_nm_post_etch,94.793,nm,2025-12-05 11:16:00
1820,302,6,residue_ppm,4.6105,ppm,2025-12-05 11:46:00
1821,302,7,thickness_nm,304.7113,nm,2025-12-05 12:16:00
1822,302,8,thickness_post_cmp_nm,274.5737,nm,2025-12-05 12:46:00
1823,302,9,cd_nm,102.2982,nm,2025-12-05 13:16:00
1824,302,10,sheet_resistance_ohm_sq,25.734,ohm/sq,2025-12-05 13:46:00
1825,303,1,particle_count,9.8805,ct,2025-12-05 12:30:00
1826,303,2,resist_thickness_nm,504.2341,nm,2025-12-05 13:00:00
1827,303,3,cd_nm,101.1878,nm,2025-12-05 13:30:00
1828,303,3,overlay_nm,1.0161,nm,2025-12-05 13:30:00
1829,303,4,cd_nm_post_dev,97.6094,nm,2025-12-05 14:00:00
1830,303,5,etch_rate_nm_s,14.9455,nm/s,2025-12-05 14:30:00
1831,303,5,cd_nm_post_etch,95.3618,nm,2025-12-05 14:30:00
1832,303,6,residue_ppm,3.248,ppm,2025-12-05 15:00:00
1833,303,7,thickness_nm,297.775,nm,2025-12-05 15:30:00
1834,303,8,thickness_post_cmp_nm,281.4387,nm,2025-12-05 16:00:00
1835,303,9,cd_nm,99.8244,nm,2025-12-05 16:30:00
1836,303,10,sheet_resistance_ohm_sq,24.5615,ohm/sq,2025-12-05 17:00:00
1837,304,1,particle_count,8.3213,ct,2025-12-05 17:25:00
1838,304,2,resist_thickness_nm,493.563,nm,2025-12-05 17:55:00
1839,304,3,cd_nm,99.7559,nm,2025-12-05 18:25:00
1840,304,3,overlay_nm,1.2176,nm,2025-12-05 18:25:00
1841,304,4,cd_nm_post_dev,98.9951,nm,2025-12-05 18:55:00
1842,304,5,etch_rate_nm_s,15.2131,nm/s,2025-12-05 19:25:00
1843,304,5,cd_nm_post_etch,94.9188,nm,2025-12-05 19:25:00
1844,304,6,residue_ppm,3.5273,ppm,2025-12-05 19:55:00
1845,304,7,thickness_nm,301.3552,nm,2025-12-05 20:25:00
1846,304,8,thickness_post_cmp_nm,281.4765,nm,2025-12-05 20:55:00
1847,304,9,cd_nm,101.5872,nm,2025-12-05 21:25:00
1848,304,10,sheet_resistance_ohm_sq,24.4519,ohm/sq,2025-12-05 21:55:00
1849,305,1,particle_count,11.7593,ct,2025-12-05 21:05:00
1850,305,2,resist_thickness_nm,502.5095,nm,2025-12-05 21:35:00
1851,305,3,cd_nm,100.4959,nm,2025-12-05 22:05:00
1852,305,3,overlay_nm,-0.9409,nm,2025-12-05 22:05:00
1853,305,4,cd_nm_post_dev,96.4185,nm,2025-12-05 22:35:00
1854,305,5,etch_rate_nm_s,14.589,nm/s,2025-12-05 23:05:00
1855,305,5,cd_nm_post_etch,95.5845,nm,2025-12-05 23:05:00
1856,305,6,residue_ppm,4.1962,ppm,2025-12-05 23:35:00
1857,305,7,thickness_nm,297.9605,nm,2025-12-06 00:05:00
1858,305,8,thickness_post_cmp_nm,281.3102,nm,2025-12-06 00:35:00
1859,305,9,cd_nm,99.6449,nm,2025-12-06 01:05:00
1860,305,10,sheet_resistance_ohm_sq,24.5678,ohm/sq,2025-12-06 01:35:00
1861,306,1,particle_count,6.8325,ct,2025-12-06 00:40:00
1862,306,2,resist_thickness_nm,495.1208,nm,2025-12-06 01:10:00
1863,306,3,cd_nm,100.4496,nm,2025-12-06 01:40:00
1864,306,3,overlay_nm,2.9742,nm,2025-12-06 01:40:00
1865,306,4,cd_nm_post_dev,98.6946,nm,2025-12-06 02:10:00
1866,306,5,etch_rate_nm_s,14.4904,nm/s,2025-12-06 02:40:00
1867,306,5,cd_nm_post_etch,94.1867,nm,2025-12-06 02:40:00
1868,306,6,residue_ppm,3.1671,ppm,2025-12-06 03:10:00
1869,306,7,thickness_nm,303.2959,nm,2025-12-06 03:40:00
1870,306,8,thickness_post_cmp_nm,279.365,nm,2025-12-06 04:10:00
1871,306,9,cd_nm,98.178,nm,2025-12-06 04:40:00
1872,306,10,sheet_resistance_ohm_sq,24.745,ohm/sq,2025-12-06 05:10:00
1873,307,1,particle_count,10.5423,ct,2025-12-06 04:57:00
1874,307,2,resist_thickness_nm,502.9744,nm,2025-12-06 05:27:00
1875,307,3,cd_nm,98.7224,nm,2025-12-06 05:57:00
1876,307,3,overlay_nm,-0.1667,nm,2025-12-06 05:57:00
1877,307,4,cd_nm_post_dev,97.8687,nm,2025-12-06 06:27:00
1878,307,5,etch_rate_nm_s,15.1312,nm/s,2025-12-06 06:57:00
1879,307,5,cd_nm_post_etch,94.8644,nm,2025-12-06 06:57:00
1880,307,6,residue_ppm,4.3335,ppm,2025-12-06 07:27:00
1881,307,7,thickness_nm,300.9759,nm,2025-12-06 07:57:00
1882,307,8,thickness_post_cmp_nm,281.5785,nm,2025-12-06 08:27:00
1883,307,9,cd_nm,100.6598,nm,2025-12-06 08:57:00
1884,307,10,sheet_resistance_ohm_sq,23.128,ohm/sq,2025-12-06 09:27:00
1885,308,1,particle_count,7.7753,ct,2025-12-06 08:52:00
1886,308,2,resist_thickness_nm,490.499,nm,2025-12-06 09:22:00
1887,308,3,cd_nm,98.9158,nm,2025-12-06 09:52:00
1888,308,3,overlay_nm,0.6901,nm,2025-12-06 09:52:00
1889,308,4,cd_nm_post_dev,98.8221,nm,2025-12-06 10:22:00
1890,308,5,etch_rate_nm_s,15.1927,nm/s,2025-12-06 10:52:00
1891,308,5,cd_nm_post_etch,93.2815,nm,2025-12-06 10:52:00
1892,308,6,residue_ppm,5.5131,ppm,2025-12-06 11:22:00
1893,308,7,thickness_nm,302.0601,nm,2025-12-06 11:52:00
1894,308,8,thickness_post_cmp_nm,284.1099,nm,2025-12-06 12:22:00
1895,308,9,cd_nm,100.7564,nm,2025-12-06 12:52:00
1896,308,10,sheet_resistance_ohm_sq,26.1089,ohm/sq,2025-12-06 13:22:00
1897,309,1,particle_count,7.1658,ct,2025-12-06 13:24:00
1898,309,2,resist_thickness_nm,494.7793,nm,2025-12-06 13:54:00
1899,309,3,cd_nm,101.1066,nm,2025-12-06 14:24:00
1900,309,3,overlay_nm,-0.0337,nm,2025-12-06 14:24:00
1901,309,4,cd_nm_post_dev,97.2531,nm,2025-12-06 14:54:00
1902,309,5,etch_rate_nm_s,13.8134,nm/s,2025-12-06 15:24:00
1903,309,5,cd_nm_post_etch,95.7132,nm,2025-12-06 15:24:00
1904,309,6,residue_ppm,4.4477,ppm,2025-12-06 15:54:00
1905,309,7,thickness_nm,304.5721,nm,2025-12-06 16:24:00
1906,309,8,thickness_post_cmp_nm,283.2455,nm,2025-12-06 16:54:00
1907,309,9,cd_nm,99.0632,nm,2025-12-06 17:24:00
1908,309,10,sheet_resistance_ohm_sq,23.7037,ohm/sq,2025-12-06 17:54:00
1909,310,1,particle_count,10.362,ct,2025-12-06 16:45:00
1910,310,2,resist_thickness_nm,508.045,nm,2025-12-06 17:15:00
1911,310,3,cd_nm,101.8464,nm,2025-12-06 17:45:00
1912,310,3,overlay_nm,-0.127,nm,2025-12-06 17:45:00
1913,310,4,cd_nm_post_dev,99.831,nm,2025-12-06 18:15:00
1914,310,5,etch_rate_nm_s,15.5462,nm/s,2025-12-06 18:45:00
1915,310,5,cd_nm_post_etch,92.2825,nm,2025-12-06 18:45:00
1916,310,6,residue_ppm,6.9596,ppm,2025-12-06 19:15:00
1917,310,7,thickness_nm,298.8101,nm,2025-12-06 19:45:00
1918,310,8,thickness_post_cmp_nm,281.7143,nm,2025-12-06 20:15:00
1919,310,9,cd_nm,99.8718,nm,2025-12-06 20:45:00
1920,310,10,sheet_resistance_ohm_sq,24.4012,ohm/sq,2025-12-06 21:15:00
1921,311,1,particle_count,7.6001,ct,2025-12-06 20:42:00
1922,311,2,resist_thickness_nm,499.2181,nm,2025-12-06 21:12:00
1923,311,3,cd_nm,101.5459,nm,2025-12-06 21:42:00
1924,311,3,overlay_nm,-0.5283,nm,2025-12-06 21:42:00
1925,311,4,cd_nm_post_dev,98.4066,nm,2025-12-06 22:12:00
1926,311,5,etch_rate_nm_s,14.0602,nm/s,2025-12-06 22:42:00
1927,311,5,cd_nm_post_etch,94.2617,nm,2025-12-06 22:42:00
1928,311,6,residue_ppm,4.5007,ppm,2025-12-06 23:12:00
1929,311,7,thickness_nm,302.7892,nm,2025-12-06 23:42:00
1930,311,8,thickness_post_cmp_nm,286.7229,nm,2025-12-07 00:12:00
1931,311,9,cd_nm,99.3196,nm,2025-12-07 00:42:00
1932,311,10,sheet_resistance_ohm_sq,23.0681,ohm/sq,2025-12-07 01:12:00
1933,312,1,particle_count,7.4297,ct,2025-12-07 00:41:00
1934,312,2,resist_thickness_nm,497.765,nm,2025-12-07 01:11:00
1935,312,3,cd_nm,100.692,nm,2025-12-07 01:41:00
1936,312,3,overlay_nm,0.445,nm,2025-12-07 01:41:00
1937,312,4,cd_nm_post_dev,98.6604,nm,2025-12-07 02:11:00
1938,312,5,etch_rate_nm_s,15.2341,nm/s,2025-12-07 02:41:00
1939,312,5,cd_nm_post_etch,96.0395,nm,2025-12-07 02:41:00
1940,312,6,residue_ppm,4.1099,ppm,2025-12-07 03:11:00
1941,312,7,thickness_nm,295.9304,nm,2025-12-07 03:41:00
1942,312,8,thickness_post_cmp_nm,282.6772,nm,2025-12-07 04:11:00
1943,312,9,cd_nm,99.4767,nm,2025-12-07 04:41:00
1944,312,10,sheet_resistance_ohm_sq,24.9766,ohm/sq,2025-12-07 05:11:00
1945,313,1,particle_count,8.2315,ct,2025-12-07 05:21:00
1946,313,2,resist_thickness_nm,499.8036,nm,2025-12-07 05:51:00
1947,313,3,cd_nm,99.1188,nm,2025-12-07 06:21:00
1948,313,3,overlay_nm,1.7189,nm,2025-12-07 06:21:00
1949,313,4,cd_nm_post_dev,98.1696,nm,2025-12-07 06:51:00
1950,313,5,etch_rate_nm_s,14.4647,nm/s,2025-12-07 07:21:00
1951,313,5,cd_nm_post_etch,96.3719,nm,2025-12-07 07:21:00
1952,313,6,residue_ppm,4.898,ppm,2025-12-07 07:51:00
1953,313,7,thickness_nm,300.8328,nm,2025-12-07 08:21:00
1954,313,8,thickness_post_cmp_nm,282.875,nm,2025-12-07 08:51:00
1955,313,9,cd_nm,100.4488,nm,2025-12-07 09:21:00
1956,313,10,sheet_resistance_ohm_sq,25.5347,ohm/sq,2025-12-07 09:51:00
1957,314,1,particle_count,10.362,ct,2025-12-07 09:14:00
1958,314,2,resist_thickness_nm,498.7122,nm,2025-12-07 09:44:00
1959,314,3,cd_nm,98.8577,nm,2025-12-07 10:14:00
1960,314,3,overlay_nm,2.9802,nm,2025-12-07 10:14:00
1961,314,4,cd_nm_post_dev,97.6934,nm,2025-12-07 10:44:00
1962,314,5,etch_rate_nm_s,15.007,nm/s,2025-12-07 11:14:00
1963,314,5,cd_nm_post_etch,95.9334,nm,2025-12-07 11:14:00
1964,314,6,residue_ppm,3.3125,ppm,2025-12-07 11:44:00
1965,314,7,thickness_nm,302.6691,nm,2025-12-07 12:14:00
1966,314,8,thickness_post_cmp_nm,275.3929,nm,2025-12-07 12:44:00
1967,314,9,cd_nm,98.1211,nm,2025-12-07 13:14:00
1968,314,10,sheet_resistance_ohm_sq,25.8016,ohm/sq,2025-12-07 13:44:00
1969,315,1,particle_count,6.5943,ct,2025-12-07 12:45:00
1970,315,2,resist_thickness_nm,505.3966,nm,2025-12-07 13:15:00
1971,315,3,cd_nm,100.5015,nm,2025-12-07 13:45:00
1972,315,3,overlay_nm,1.9131,nm,2025-12-07 13:45:00
1973,315,4,cd_nm_post_dev,97.7556,nm,2025-12-07 14:15:00
1974,315,5,etch_rate_nm_s,15.1429,nm/s,2025-12-07 14:45:00
1975,315,5,cd_nm_post_etch,95.6182,nm,2025-12-07 14:45:00
1976,315,6,residue_ppm,5.1775,ppm,2025-12-07 15:15:00
1977,315,7,thickness_nm,305.4408,nm,2025-12-07 15:45:00
1978,315,8,thickness_post_cmp_nm,285.9729,nm,2025-12-07 16:15:00
1979,315,9,cd_nm,100.5134,nm,2025-12-07 16:45:00
1980,315,10,sheet_resistance_ohm_sq,22.5355,ohm/sq,2025-12-07 17:15:00
1981,316,1,particle_count,9.8905,ct,2025-12-07 16:41:00
1982,316,2,resist_thickness_nm,509.189,nm,2025-12-07 17:11:00
1983,316,3,cd_nm,99.8812,nm,2025-12-07 17:41:00
1984,316,3,overlay_nm,-1.6788,nm,2025-12-07 17:41:00
1985,316,4,cd_nm_post_dev,97.2689,nm,2025-12-07 18:11:00
1986,316,5,etch_rate_nm_s,14.0752,nm/s,2025-12-07 18:41:00
1987,316,5,cd_nm_post_etch,92.4188,nm,2025-12-07 18:41:00
1988,316,6,residue_ppm,5.3826,ppm,2025-12-07 19:11:00
1989,316,7,thickness_nm,305.1275,nm,2025-12-07 19:41:00
1990,316,8,thickness_post_cmp_nm,283.4792,nm,2025-12-07 20:11:00
1991,316,9,cd_nm,100.0372,nm,2025-12-07 20:41:00
1992,316,10,sheet_resistance_ohm_sq,27.4226,ohm/sq,2025-12-07 21:11:00
1993,317,1,particle_count,8.8938,ct,2025-12-07 21:16:00
1994,317,2,resist_thickness_nm,495.61,nm,2025-12-07 21:46:00
1995,317,3,cd_nm,100.4191,nm,2025-12-07 22:16:00
1996,317,3,overlay_nm,-1.0858,nm,2025-12-07 22:16:00
1997,317,4,cd_nm_post_dev,98.0523,nm,2025-12-07 22:46:00
1998,317,5,etch_rate_nm_s,14.3167,nm/s,2025-12-07 23:16:00
1999,317,5,cd_nm_post_etch,95.3516,nm,2025-12-07 23:16:00
2000,317,6,residue_ppm,3.9915,ppm,2025-12-07 23:46:00
2001,317,7,thickness_nm,300.7586,nm,2025-12-08 00:16:00
2002,317,8,thickness_post_cmp_nm,283.3806,nm,2025-12-08 00:46:00
2003,317,9,cd_nm,100.6505,nm,2025-12-08 01:16:00
2004,317,10,sheet_resistance_ohm_sq,24.5917,ohm/sq,2025-12-08 01:46:00
2005,318,1,particle_count,12.7501,ct,2025-12-08 00:41:00
2006,318,2,resist_thickness_nm,505.7765,nm,2025-12-08 01:11:00
2007,318,3,cd_nm,101.6425,nm,2025-12-08 01:41:00
2008,318,3,overlay_nm,-0.7861,nm,2025-12-08 01:41:00
2009,318,4,cd_nm_post_dev,97.5559,nm,2025-12-08 02:11:00
2010,318,5,etch_rate_nm_s,14.8564,nm/s,2025-12-08 02:41:00
2011,318,5,cd_nm_post_etch,95.1899,nm,2025-12-08 02:41:00
2012,318,6,residue_ppm,4.8687,ppm,2025-12-08 03:11:00
2013,318,7,thickness_nm,304.6919,nm,2025-12-08 03:41:00
2014,318,8,thickness_post_cmp_nm,277.4135,nm,2025-12-08 04:11:00
2015,318,9,cd_nm,96.8895,nm,2025-12-08 04:41:00
2016,318,10,sheet_resistance_ohm_sq,24.9534,ohm/sq,2025-12-08 05:11:00
2017,319,1,particle_count,7.6096,ct,2025-12-08 05:20:00
2018,319,2,resist_thickness_nm,500.4094,nm,2025-12-08 05:50:00
2019,319,3,cd_nm,100.0477,nm,2025-12-08 06:20:00
2020,319,3,overlay_nm,-2.8788,nm,2025-12-08 06:20:00
2021,319,4,cd_nm_post_dev,99.2223,nm,2025-12-08 06:50:00
2022,319,5,etch_rate_nm_s,14.7293,nm/s,2025-12-08 07:20:00
2023,319,5,cd_nm_post_etch,90.3566,nm,2025-12-08 07:20:00
2024,319,6,residue_ppm,3.9794,ppm,2025-12-08 07:50:00
2025,319,7,thickness_nm,295.6342,nm,2025-12-08 08:20:00
2026,319,8,thickness_post_cmp_nm,283.1574,nm,2025-12-08 08:50:00
2027,319,9,cd_nm,99.3443,nm,2025-12-08 09:20:00
2028,319,10,sheet_resistance_ohm_sq,24.9256,ohm/sq,2025-12-08 09:50:00
2029,320,1,particle_count,10.902,ct,2025-12-08 09:18:00
2030,320,2,resist_thickness_nm,499.8367,nm,2025-12-08 09:48:00
2031,320,3,cd_nm,100.4504,nm,2025-12-08 10:18:00
2032,320,3,overlay_nm,-1.6657,nm,2025-12-08 10:18:00
2033,320,4,cd_nm_post_dev,98.2384,nm,2025-12-08 10:48:00
2034,320,5,etch_rate_nm_s,14.8746,nm/s,2025-12-08 11:18:00
2035,320,5,cd_nm_post_etch,94.0203,nm,2025-12-08 11:18:00
2036,320,6,residue_ppm,4.61,ppm,2025-12-08 11:48:00
2037,320,7,thickness_nm,309.1483,nm,2025-12-08 12:18:00
2038,320,8,thickness_post_cmp_nm,287.8756,nm,2025-12-08 12:48:00
2039,320,9,cd_nm,99.7385,nm,2025-12-08 13:18:00
2040,320,10,sheet_resistance_ohm_sq,23.042,ohm/sq,2025-12-08 13:48:00
2041,321,1,particle_count,6.7114,ct,2025-12-08 12:46:00
2042,321,2,resist_thickness_nm,495.9058,nm,2025-12-08 13:16:00
2043,321,3,cd_nm,100.6932,nm,2025-12-08 13:46:00
2044,321,3,overlay_nm,-1.8949,nm,2025-12-08 13:46:00
2045,321,4,cd_nm_post_dev,97.6242,nm,2025-12-08 14:16:00
2046,321,5,etch_rate_nm_s,15.2024,nm/s,2025-12-08 14:46:00
2047,321,5,cd_nm_post_etch,93.9043,nm,2025-12-08 14:46:00
2048,321,6,residue_ppm,4.6313,ppm,2025-12-08 15:16:00
2049,321,7,thickness_nm,305.6053,nm,2025-12-08 15:46:00
2050,321,8,thickness_post_cmp_nm,284.7973,nm,2025-12-08 16:16:00
2051,321,9,cd_nm,99.5326,nm,2025-12-08 16:46:00
2052,321,10,sheet_resistance_ohm_sq,25.6684,ohm/sq,2025-12-08 17:16:00
2053,322,1,particle_count,9.5257,ct,2025-12-08 16:39:00
2054,322,2,resist_thickness_nm,506.1401,nm,2025-12-08 17:09:00
2055,322,3,cd_nm,99.5895,nm,2025-12-08 17:39:00
2056,322,3,overlay_nm,0.8695,nm,2025-12-08 17:39:00
2057,322,4,cd_nm_post_dev,98.8172,nm,2025-12-08 18:09:00
